depth	depth_interval	month	sea_basin	mean	std	count	max	min	median	95p	5p	99p	1p	25p	75p	mad	smad	min_depth	max_depth	flag1_lower	flag1_upper	flag2_lower	flag2_upper	flag3_lower	flag3_upper	min_range_value	max_range_value
0.0	0_2.5	9	22	2.02	2.86	47.0	19.29	0.29	1.64	4.1	0.36	13.41	0.32	0.56	2.25	0.93	1.38	0.0	2.5	0.0	3.16	0.0	4.08	0.0	5.0	0.0	25.01
5.0	2.5_7.5	2	22	5.57	1.63	75.0	9.9	2.5	5.6	8.58	2.82	9.54	2.65	4.67	6.5	0.9	1.33	2.5	7.5	3.28	7.85	1.88	9.2	0.49	10.55	0.0	13.16
5.0	2.5_7.5	3	22	6.37	2.26	175.0	13.56	3.2	6.14	10.7	3.68	12.85	3.27	4.7	7.32	1.44	2.13	2.5	7.5	2.54	9.09	0.38	10.86	0.0	12.63	0.0	18.08
5.0	2.5_7.5	9	22	1.59	1.89	20.0	8.57	0.29	1.05	3.37	0.35	7.53	0.3	0.36	2.1	0.69	1.03	2.5	7.5	0.0	3.68	0.0	5.25	0.0	6.83	0.0	12.35
10.0	7.5_12.5	2	22	6.22	0.91	33.0	7.86	3.21	6.1	7.86	5.12	7.86	3.78	5.8	6.9	0.4	0.59	7.5	12.5	5.35	8.1	4.9	9.3	4.45	10.5	1.39	9.68
10.0	7.5_12.5	3	22	6.76	1.35	65.0	11.0	3.2	6.6	9.26	4.96	10.36	3.58	6.1	7.6	0.6	0.89	7.5	12.5	5.35	9.1	4.6	10.6	3.85	12.1	0.5	13.7
15.0	12.5_17.5	3	22	6.48	1.59	20.0	8.57	2.79	6.53	8.41	3.74	8.54	2.98	5.71	7.86	1.08	1.61	12.5	17.5	4.48	9.86	3.25	11.85	2.02	13.84	0.0	11.75
0.0	0_2.5	3	23	9.2	3.19	21.0	14.99	4.2	8.5	13.6	4.36	14.71	4.23	7.4	10.71	2.2	3.26	0.0	2.5	5.75	14.03	4.1	17.34	2.45	20.66	0.0	21.37
5.0	2.5_7.5	3	23	7.64	1.76	21.0	11.42	4.57	7.1	10.71	5.0	11.28	4.66	6.6	8.57	0.75	1.11	2.5	7.5	5.85	10.78	5.1	12.98	4.35	15.19	1.05	14.94
0.0	0_2.5	1	24	21.71	5.21	55.0	36.41	12.89	21.08	32.13	15.34	36.41	13.25	17.76	24.07	3.2	4.74	0.0	2.5	12.78	28.56	7.8	33.04	2.82	37.53	2.47	46.83
0.0	0_2.5	2	24	26.32	13.71	268.0	130.0	11.64	23.68	47.95	16.31	99.38	14.28	19.99	27.2	3.69	5.48	0.0	2.5	14.45	32.48	8.92	37.76	3.38	43.04	0.0	157.42
0.0	0_2.5	3	24	21.73	7.21	65.0	49.7	11.72	19.99	36.4	13.82	49.19	12.69	17.71	22.85	2.39	3.54	0.0	2.5	14.29	27.14	10.87	31.43	7.45	35.72	0.0	64.12
0.0	0_2.5	4	24	15.51	9.96	362.0	69.3	0.01	14.99	30.43	0.23	44.82	0.13	10.0	21.08	5.71	8.47	0.0	2.5	2.51	30.21	0.0	39.35	0.0	48.48	0.0	89.22
0.0	0_2.5	5	24	7.39	6.7	311.0	30.8	0.07	6.09	20.81	0.15	24.69	0.09	0.97	12.07	5.38	7.97	0.0	2.5	0.0	21.04	0.0	30.01	0.0	38.98	0.0	44.2
0.0	0_2.5	6	24	4.78	6.75	356.0	36.7	0.07	1.14	18.34	0.14	31.18	0.07	0.36	7.0	1.02	1.51	0.0	2.5	0.0	15.79	0.0	24.58	0.0	33.37	0.0	50.2
0.0	0_2.5	7	24	3.92	6.35	670.0	62.83	0.02	1.0	14.86	0.05	27.56	0.02	0.16	5.71	0.94	1.39	0.0	2.5	0.0	12.77	0.0	19.84	0.0	26.9	0.0	75.53
0.0	0_2.5	8	24	3.73	7.35	656.0	64.1	0.02	0.43	16.96	0.05	35.64	0.02	0.14	4.2	0.37	0.55	0.0	2.5	0.0	9.86	0.0	15.51	0.0	21.16	0.0	78.8
0.0	0_2.5	9	24	8.83	9.16	414.0	40.91	0.07	5.33	27.41	0.15	35.91	0.07	1.36	13.72	4.97	7.38	0.0	2.5	0.0	26.3	0.0	38.89	0.0	51.48	0.0	59.23
0.0	0_2.5	10	24	15.54	12.24	433.0	88.2	0.07	13.13	39.88	1.0	55.35	0.31	7.0	20.49	6.65	9.86	0.0	2.5	0.0	31.53	0.0	42.57	0.0	53.61	0.0	112.68
0.0	0_2.5	11	24	19.63	10.88	261.0	69.97	1.64	17.13	44.98	7.85	53.85	4.55	12.85	22.13	4.29	6.36	0.0	2.5	6.43	29.63	0.01	37.13	0.0	44.63	0.0	91.73
